ID,Age,Income,Sex,Marital status,Education,Occupation,Settlement size,Segment,SegmentLabel
100000538,37,140285,1,1,1,1,1,3,standard
100000539,42,198029,0,0,1,2,2,2,career-focused
100000540,45,120262,1,1,2,0,0,3,standard
100000541,23,105137,0,1,1,1,1,3,standard
100000542,60,127371,0,0,2,1,0,0,well-off
100000543,31,145689,0,0,0,1,0,1,fewer-opportunities
100000544,34,102617,0,0,1,0,1,1,fewer-opportunities
100000545,61,90709,0,0,2,0,0,1,fewer-opportunities
100000546,43,107099,0,0,1,1,1,2,career-focused
100000547,37,116021,1,1,1,1,2,3,standard
100000548,32,100426,0,0,0,1,2,2,career-focused
100000549,24,62249,1,1,1,0,0,3,standard
100000550,35,172957,0,0,1,1,1,2,career-focused
100000551,23,95003,1,1,1,1,1,3,standard
100000552,45,109698,0,0,1,0,0,1,fewer-opportunities
100000553,34,157376,0,1,1,1,0,3,standard
100000554,27,123191,0,0,0,1,2,2,career-focused
100000555,67,171052,1,1,3,2,0,0,well-off
100000556,22,99328,0,0,0,1,0,1,fewer-opportunities
100000557,28,133799,1,1,1,1,2,3,standard
100000558,29,138256,1,1,1,1,2,3,standard
100000559,27,115638,0,0,0,1,0,1,fewer-opportunities
100000560,31,82238,0,0,0,0,0,1,fewer-opportunities
100000561,49,127543,0,0,1,1,1,2,career-focused
100000562,24,63987,0,0,0,0,0,1,fewer-opportunities
100000563,29,114784,1,1,1,1,0,3,standard
100000564,37,217450,0,0,1,1,1,2,career-focused
100000565,37,173751,0,0,1,2,2,2,career-focused
100000566,23,122850,1,1,1,1,0,3,standard
100000567,36,104953,0,1,1,1,0,3,standard
100000568,34,152371,0,0,1,1,1,2,career-focused
100000569,41,139905,0,0,1,1,0,1,fewer-opportunities
100000570,31,156700,1,1,1,1,1,3,standard
100000571,23,86488,1,1,1,0,0,3,standard
100000572,38,147472,0,0,1,1,0,1,fewer-opportunities
100000573,26,169991,1,1,1,2,0,3,standard
100000574,22,62381,1,1,1,0,0,3,standard
100000575,27,70926,0,0,0,0,0,1,fewer-opportunities
100000576,24,113004,1,1,1,1,1,3,standard
100000577,27,125760,1,1,1,1,0,3,standard
100000578,33,111918,1,1,1,1,2,3,standard
100000579,27,120674,0,1,1,1,1,3,standard
100000580,27,63597,0,1,1,0,0,3,standard
100000581,30,103069,0,0,0,1,1,2,career-focused
100000582,49,108079,0,0,1,0,0,1,fewer-opportunities
100000583,26,101159,1,1,1,1,1,3,standard
100000584,33,88211,0,0,1,0,0,1,fewer-opportunities
100000585,52,159052,1,1,2,2,1,0,well-off
100000586,20,102623,1,1,1,1,2,3,standard
100000587,36,115589,0,0,1,1,0,1,fewer-opportunities
100000588,21,59127,0,0,0,0,0,1,fewer-opportunities
100000589,47,82240,0,1,2,0,0,3,standard
100000590,60,129425,0,0,2,1,1,0,well-off
100000591,58,87058,1,1,2,0,0,0,well-off
100000592,42,128462,1,1,2,1,2,0,well-off
100000593,36,121403,1,1,1,0,0,3,standard
100000594,20,88141,1,1,1,0,0,3,standard
100000595,40,134946,0,0,1,2,2,2,career-focused
100000596,32,94058,1,1,1,0,0,3,standard
100000597,23,99285,1,1,1,1,1,3,standard
100000598,36,108432,0,0,1,0,0,1,fewer-opportunities
100000599,31,111369,0,0,0,1,0,1,fewer-opportunities
100000600,32,122612,0,0,0,1,2,2,career-focused
100000601,45,134350,1,1,2,1,0,0,well-off
100000602,30,108838,1,1,1,1,2,3,standard
100000603,34,90852,1,1,1,0,0,3,standard
100000604,28,151580,1,1,1,2,2,2,career-focused
100000605,23,115681,1,1,1,1,1,3,standard
100000606,22,131699,0,0,0,1,1,2,career-focused
100000607,74,192481,0,0,2,2,1,0,well-off
100000608,50,155122,1,1,2,1,2,0,well-off
100000609,33,106015,0,0,1,1,2,2,career-focused
100000610,45,108378,0,0,1,1,0,1,fewer-opportunities
100000611,22,105257,1,1,1,1,1,3,standard
100000612,48,118788,1,1,2,0,0,3,standard
100000613,29,162955,1,1,1,1,2,3,standard
100000614,22,119511,1,1,1,1,2,3,standard
100000615,22,102000,1,1,1,1,0,3,standard
100000616,48,254449,0,0,1,2,1,2,career-focused
100000617,27,208446,0,0,0,2,2,2,career-focused
100000618,37,124805,0,0,1,1,0,1,fewer-opportunities
100000619,21,139379,1,1,1,1,0,3,standard
100000620,49,78296,0,1,2,0,0,3,standard
100000621,27,125598,0,0,0,1,1,2,career-focused
100000622,32,100215,0,0,0,1,2,2,career-focused
100000623,38,130951,0,1,1,1,2,2,career-focused
100000624,22,102480,1,1,1,1,2,3,standard
100000625,65,136812,0,0,2,1,1,0,well-off
100000626,35,106919,0,0,1,1,1,2,career-focused
100000627,41,131020,0,0,1,1,2,2,career-focused
100000628,29,119429,0,0,0,1,1,2,career-focused
100000629,36,154521,0,0,1,1,1,2,career-focused
100000630,64,117842,0,0,2,0,0,0,well-off
100000631,28,124566,1,1,1,1,2,3,standard
100000632,44,110009,0,0,1,1,2,2,career-focused
100000633,23,101210,0,0,0,1,1,2,career-focused
100000634,19,101258,1,1,1,1,0,3,standard
100000635,25,79045,1,1,1,0,0,3,standard
100000636,47,110866,0,0,1,1,0,1,fewer-opportunities
100000637,28,129640,1,1,1,1,2,3,standard
100000638,21,227021,0,0,0,1,1,2,career-focused
100000639,34,108549,1,1,1,1,1,3,standard
100000640,26,122693,0,0,0,1,0,1,fewer-opportunities
100000641,27,35832,1,1,1,0,0,3,standard
100000642,38,81870,0,0,1,0,0,1,fewer-opportunities
100000643,40,179790,0,0,1,2,2,2,career-focused
100000644,33,107158,0,1,1,1,1,3,standard
100000645,32,136638,0,1,1,2,1,2,career-focused
100000646,27,158147,0,0,0,1,2,2,career-focused
100000647,32,132587,0,1,1,1,2,2,career-focused
100000648,26,128140,1,1,1,1,2,3,standard
100000649,38,117405,0,0,1,1,1,2,career-focused
100000650,40,68475,0,0,1,0,0,1,fewer-opportunities
100000651,50,201656,0,0,1,2,2,2,career-focused
100000652,37,86967,0,0,1,0,0,1,fewer-opportunities
100000653,45,118006,0,0,1,1,1,2,career-focused
100000654,42,223630,0,0,1,2,2,2,career-focused
100000655,35,110442,0,0,1,1,0,1,fewer-opportunities
100000656,22,115691,0,0,0,1,2,2,career-focused
100000657,41,80232,0,0,1,0,0,1,fewer-opportunities
100000658,37,187647,0,0,1,1,1,2,career-focused
100000659,28,138952,1,1,1,1,1,3,standard
100000660,41,162772,0,0,1,1,2,2,career-focused
100000661,23,111862,0,1,1,1,1,3,standard
100000662,23,90051,0,1,1,1,1,3,standard
100000663,50,121400,0,0,1,1,1,2,career-focused
100000664,35,137000,0,0,1,2,2,2,career-focused
100000665,50,105031,1,1,2,0,0,3,standard
100000666,27,172153,0,0,0,2,2,2,career-focused
100000667,34,170184,0,0,1,1,1,2,career-focused
100000668,27,123279,1,1,1,1,1,3,standard
100000669,43,140795,0,0,1,1,0,1,fewer-opportunities
100000670,47,144456,0,0,1,1,0,1,fewer-opportunities
100000671,27,104773,0,0,0,0,0,1,fewer-opportunities
100000672,31,153353,0,0,0,1,1,2,career-focused
100000673,42,223018,0,0,1,2,1,2,career-focused
100000674,24,129177,0,1,1,1,2,2,career-focused
100000675,41,114475,0,0,1,0,1,1,fewer-opportunities
100000676,26,161323,1,1,1,2,1,3,standard
100000677,33,135765,0,0,1,1,2,2,career-focused
100000678,24,158421,0,1,1,1,0,3,standard
100000679,64,103941,0,0,2,0,0,0,well-off
100000680,26,101783,1,1,1,1,2,3,standard
100000681,56,126531,1,1,2,1,1,0,well-off
100000682,37,111394,0,0,1,1,1,2,career-focused
100000683,33,103577,0,1,1,1,2,2,career-focused
100000684,47,149545,0,1,2,1,1,0,well-off
100000685,31,171857,0,0,0,0,0,1,fewer-opportunities
100000686,34,149782,0,0,1,1,1,2,career-focused
100000687,27,112470,0,0,0,1,1,2,career-focused
100000688,30,133907,0,0,0,1,2,2,career-focused
100000689,35,127849,0,0,1,1,1,2,career-focused
100000690,31,160279,0,0,0,1,2,2,career-focused
100000691,25,92366,0,1,1,1,2,2,career-focused
100000692,25,104794,1,1,1,0,0,3,standard
100000693,29,133436,0,0,0,1,1,2,career-focused
100000694,44,110374,0,0,1,0,0,1,fewer-opportunities
100000695,28,104263,0,0,0,1,1,2,career-focused
100000696,50,138752,0,0,1,1,0,1,fewer-opportunities
100000697,29,102723,0,0,0,1,0,1,fewer-opportunities
100000698,38,46297,1,1,1,0,0,3,standard
100000699,24,96425,0,0,0,1,1,2,career-focused
100000700,40,158197,0,0,1,2,1,2,career-focused
100000701,29,98008,1,1,1,0,0,3,standard
100000702,46,157473,0,0,1,1,0,2,career-focused
100000703,47,149306,1,1,2,1,0,0,well-off
100000704,41,139236,0,0,1,1,1,2,career-focused
100000705,32,125890,1,1,1,1,2,3,standard
100000706,35,173124,1,1,1,1,1,3,standard
100000707,24,164621,0,0,0,1,1,2,career-focused
100000708,25,124539,1,1,1,1,1,3,standard
100000709,25,107614,1,1,1,1,1,3,standard
100000710,37,88849,0,0,1,0,0,1,fewer-opportunities
100000711,32,148566,0,0,0,2,2,2,career-focused
100000712,35,106515,1,1,1,1,2,3,standard
100000713,46,150465,0,0,1,2,1,2,career-focused
100000714,25,60868,0,0,0,0,0,1,fewer-opportunities
100000715,27,255198,0,0,0,2,2,2,career-focused
100000716,63,183178,0,0,2,1,1,0,well-off
100000717,40,121448,0,0,1,1,2,2,career-focused
100000718,32,129975,0,0,0,2,2,2,career-focused
100000719,31,132950,0,0,0,1,2,2,career-focused
100000720,31,169314,0,1,1,1,1,2,career-focused
100000721,34,147958,0,0,1,2,1,2,career-focused
100000722,24,139896,1,1,1,1,2,3,standard
100000723,24,68028,1,1,1,0,0,3,standard
100000724,66,133328,1,1,3,0,0,0,well-off
100000725,21,108518,1,1,1,1,2,3,standard
100000726,41,112700,1,1,2,0,0,3,standard
100000727,47,110190,0,1,2,0,0,0,well-off
100000728,25,105104,1,1,1,1,1,3,standard
100000729,59,184753,1,1,2,1,1,0,well-off
100000730,36,162521,0,1,1,1,2,2,career-focused
100000731,33,156794,0,0,1,1,1,2,career-focused
100000732,21,65827,0,0,0,0,0,1,fewer-opportunities
100000733,44,88490,1,1,2,0,0,3,standard
100000734,28,154919,1,1,1,1,2,3,standard
100000735,37,129058,1,1,1,1,0,3,standard
100000736,29,77532,1,1,1,0,0,3,standard
100000737,23,235417,1,1,1,2,2,2,career-focused
100000738,35,113468,0,0,1,0,0,1,fewer-opportunities
100000739,45,190803,0,0,1,2,2,2,career-focused
100000740,26,121423,1,1,1,0,0,3,standard
100000741,32,121347,0,0,0,1,1,2,career-focused
100000742,23,67408,0,0,0,0,0,1,fewer-opportunities
100000743,41,123043,0,0,1,1,1,2,career-focused
100000744,22,128387,0,0,0,1,2,2,career-focused
100000745,30,250050,0,0,0,2,1,2,career-focused
100000746,28,69588,0,0,0,0,0,1,fewer-opportunities
100000747,23,109547,1,1,1,1,1,3,standard
100000748,37,78840,1,1,1,0,0,3,standard
100000749,26,131122,0,0,0,1,0,1,fewer-opportunities
100000750,33,115403,0,0,1,1,1,2,career-focused
100000751,49,110291,1,1,2,1,2,0,well-off
100000752,23,64811,1,1,1,0,0,3,standard
100000753,23,86015,1,1,1,0,0,3,standard
100000754,25,142438,1,1,1,1,2,3,standard
100000755,55,159303,0,0,1,1,1,2,career-focused
100000756,32,104957,1,1,1,1,1,3,standard
100000757,74,89502,0,0,2,0,0,0,well-off
100000758,39,121313,0,0,1,1,1,2,career-focused
100000759,31,98102,0,0,0,1,0,1,fewer-opportunities
100000760,35,94554,0,0,1,1,1,2,career-focused
100000761,59,162591,1,1,2,1,1,0,well-off
100000762,24,106629,1,1,1,1,2,3,standard
100000763,24,70400,0,0,0,0,0,1,fewer-opportunities
100000764,30,235660,0,0,0,2,2,2,career-focused
100000765,27,121747,0,1,1,1,2,2,career-focused
100000766,40,85060,0,1,1,0,0,1,fewer-opportunities
100000767,31,87630,0,1,1,0,0,3,standard
100000768,31,119673,1,1,1,1,0,3,standard
100000769,28,126060,0,0,0,1,2,2,career-focused
100000770,63,96145,0,0,2,0,0,1,fewer-opportunities
100000771,26,114830,1,1,1,1,0,3,standard
100000772,25,194461,1,1,1,2,2,2,career-focused
100000773,36,150158,0,0,1,2,2,2,career-focused
100000774,52,136323,0,0,1,1,2,2,career-focused
100000775,66,111858,0,0,2,0,0,0,well-off
100000776,25,100198,1,1,1,1,0,3,standard
100000777,37,123452,0,0,1,1,2,2,career-focused
100000778,25,120723,1,1,1,1,1,3,standard
100000779,38,215639,0,0,1,2,1,2,career-focused
100000780,67,166712,1,1,3,1,1,0,well-off
100000781,25,136300,0,0,0,1,1,2,career-focused
100000782,60,166988,0,0,2,1,2,0,well-off
100000783,31,77265,0,0,0,0,0,1,fewer-opportunities
100000784,23,85967,1,1,1,0,0,3,standard
100000785,60,212020,0,1,2,2,0,0,well-off
100000786,35,126054,0,0,1,0,0,1,fewer-opportunities
100000787,40,144589,0,0,1,1,0,1,fewer-opportunities
100000788,38,116723,0,0,1,1,1,2,career-focused
100000789,50,168637,0,0,1,1,1,2,career-focused
100000790,27,139119,0,0,0,1,1,2,career-focused
100000791,39,118610,1,1,2,1,2,0,well-off
100000792,41,183312,0,0,1,2,2,2,career-focused
100000793,27,96323,0,1,1,1,0,3,standard
100000794,51,149510,0,1,2,1,2,0,well-off
100000795,32,141922,0,0,0,1,2,2,career-focused
100000796,22,120233,1,1,1,1,0,3,standard
100000797,51,172790,0,0,1,1,1,2,career-focused
100000798,22,66720,1,1,1,0,0,3,standard
100000799,54,113024,0,1,2,1,1,0,well-off
100000800,35,51791,0,0,1,0,0,1,fewer-opportunities
100000801,54,118408,0,0,1,1,2,2,career-focused
100000802,48,101616,1,1,2,0,0,3,standard
100000803,24,127250,1,1,1,1,0,3,standard
100000804,35,97290,0,0,1,1,0,1,fewer-opportunities
100000805,24,106970,1,1,1,0,0,3,standard
100000806,24,168147,0,0,0,1,2,2,career-focused
100000807,26,68468,0,1,1,0,0,3,standard
100000808,65,120780,0,0,2,1,2,0,well-off
100000809,55,231992,0,0,1,2,2,2,career-focused
100000810,26,53903,1,1,1,0,0,3,standard
100000811,26,101511,0,1,1,1,2,2,career-focused
100000812,28,69046,0,1,1,0,0,3,standard
100000813,24,171584,0,0,0,1,1,2,career-focused
100000814,54,132367,0,0,1,1,2,2,career-focused
100000815,46,134433,0,0,1,1,2,2,career-focused
100000816,54,190518,1,1,2,1,0,0,well-off
100000817,62,152367,0,1,2,1,1,0,well-off
100000818,24,101157,1,1,1,1,1,3,standard
100000819,43,279593,0,1,2,2,2,0,well-off
100000820,26,96716,0,1,1,1,2,2,career-focused
100000821,27,95171,0,1,1,1,0,3,standard
100000822,24,129162,0,1,1,1,2,2,career-focused
100000823,41,118742,0,0,1,1,0,1,fewer-opportunities
100000824,47,74511,0,0,1,0,0,1,fewer-opportunities
100000825,35,157272,0,1,1,2,1,2,career-focused
100000826,30,102374,0,1,1,1,0,3,standard
100000827,33,131492,1,1,1,1,0,3,standard
100000828,36,128702,0,0,1,1,2,2,career-focused
100000829,47,177509,0,0,1,1,2,2,career-focused
100000830,38,163451,0,0,1,1,1,2,career-focused
100000831,44,144900,0,0,1,1,1,2,career-focused
100000832,23,97115,1,1,1,1,2,3,standard
100000833,29,196568,0,0,0,1,2,2,career-focused
100000834,42,158405,1,1,2,1,0,0,well-off
100000835,25,97376,1,1,1,0,0,3,standard
100000836,48,108678,0,0,1,1,1,2,career-focused
100000837,21,92351,1,1,1,1,0,3,standard
100000838,23,61211,1,1,1,0,0,3,standard
100000839,63,138644,0,0,2,1,0,0,well-off
100000840,46,124824,0,1,2,1,2,0,well-off
100000841,29,132852,0,0,0,1,0,1,fewer-opportunities
100000842,28,81069,0,0,0,0,0,1,fewer-opportunities
100000843,23,104094,1,1,1,1,2,3,standard
100000844,50,114853,0,0,1,1,0,1,fewer-opportunities
100000845,47,130344,0,0,1,1,2,2,career-focused
100000846,35,135090,0,0,1,1,0,1,fewer-opportunities
100000847,68,179151,0,0,2,1,2,0,well-off
100000848,28,97390,0,1,1,1,1,3,standard
100000849,59,120160,0,0,2,1,0,0,well-off
100000850,57,82277,0,0,2,0,0,1,fewer-opportunities
100000851,33,110844,0,1,1,1,2,2,career-focused
100000852,43,133105,0,0,1,1,0,1,fewer-opportunities
100000853,35,102042,0,0,1,1,0,1,fewer-opportunities
100000854,32,69370,0,0,0,0,0,1,fewer-opportunities
100000855,45,200298,0,0,1,1,1,2,career-focused
100000856,33,117039,0,1,1,1,2,2,career-focused
100000857,40,107585,1,1,2,1,2,0,well-off
100000858,28,114429,0,0,0,1,0,1,fewer-opportunities
100000859,29,128234,1,1,1,1,2,3,standard
100000860,26,128580,0,0,0,1,2,2,career-focused
100000861,27,177757,0,0,0,1,1,2,career-focused
100000862,28,106222,0,1,1,1,0,3,standard
100000863,35,118428,1,1,1,1,2,3,standard
100000864,32,139477,0,0,0,0,0,1,fewer-opportunities
100000865,25,71159,0,0,0,0,0,1,fewer-opportunities
100000866,20,131370,1,1,1,1,2,3,standard
100000867,27,111567,1,1,1,1,2,3,standard
100000868,42,125482,0,0,1,1,2,2,career-focused
100000869,37,160642,0,0,1,1,2,2,career-focused
100000870,24,92498,1,1,1,1,0,3,standard
100000871,40,199711,1,1,2,1,2,0,well-off
100000872,46,127588,0,0,1,1,2,2,career-focused
100000873,26,107508,0,0,0,1,2,2,career-focused
100000874,24,94629,1,1,1,1,2,3,standard
100000875,29,87598,0,0,0,0,2,2,career-focused
100000876,40,161194,1,1,2,1,1,0,well-off
100000877,36,137342,0,0,1,2,2,2,career-focused
100000878,28,116848,0,0,0,1,1,2,career-focused
100000879,27,125190,0,0,0,2,1,2,career-focused
100000880,36,153441,0,0,1,1,0,1,fewer-opportunities
100000881,38,195328,0,0,1,2,2,2,career-focused
100000882,48,190413,0,1,2,1,0,0,well-off
100000883,36,118656,0,0,1,1,1,2,career-focused
100000884,65,69487,1,1,3,0,0,0,well-off
100000885,43,145313,0,1,2,1,1,0,well-off
100000886,53,117005,1,1,2,1,1,0,well-off
100000887,34,123243,0,0,1,1,1,2,career-focused
100000888,23,237799,0,0,0,1,1,2,career-focused
100000889,34,180617,0,0,1,2,2,2,career-focused
100000890,40,167019,0,0,1,1,0,2,career-focused
100000891,43,147745,0,0,1,2,2,2,career-focused
100000892,46,114254,0,0,1,1,1,2,career-focused
100000893,38,81155,0,0,1,0,0,1,fewer-opportunities
100000894,34,151803,0,0,1,1,2,2,career-focused
100000895,29,94356,0,0,0,1,2,2,career-focused
100000896,31,200621,0,0,0,2,2,2,career-focused
100000897,28,144448,1,1,1,2,1,3,standard
100000898,35,150797,1,1,1,1,0,3,standard
100000899,33,84404,1,1,1,0,0,3,standard
100000900,42,133373,0,0,1,1,2,2,career-focused
100000901,43,119502,0,0,1,1,2,2,career-focused
100000902,44,131619,0,1,2,1,0,0,well-off
100000903,42,194084,0,0,1,1,2,2,career-focused
100000904,40,108278,0,1,1,1,1,2,career-focused
100000905,36,130987,0,0,1,2,1,2,career-focused
100000906,20,116582,0,0,0,2,2,2,career-focused
100000907,24,85270,0,0,0,0,0,1,fewer-opportunities
100000908,27,129227,0,1,1,1,0,3,standard
100000909,46,108291,1,1,2,0,0,3,standard
100000910,33,103091,1,1,1,0,0,3,standard
100000911,34,136975,1,1,1,1,1,3,standard
100000912,25,111502,1,1,1,0,0,3,standard
100000913,25,124750,1,1,1,1,1,3,standard
100000914,28,146463,0,1,1,1,2,2,career-focused
100000915,31,115075,0,0,0,1,0,1,fewer-opportunities
100000916,32,308491,1,1,1,2,1,0,well-off
100000917,32,126368,0,0,0,1,0,1,fewer-opportunities
100000918,68,287247,0,0,2,2,2,0,well-off
100000919,33,125535,0,1,1,1,2,2,career-focused
100000920,39,153223,0,0,1,2,2,2,career-focused
100000921,28,106873,1,1,1,1,1,3,standard
100000922,37,268906,0,0,1,2,1,2,career-focused
100000923,22,97757,1,1,1,1,2,3,standard
100000924,30,112151,0,0,0,1,1,2,career-focused
100000925,55,172909,0,1,2,1,0,0,well-off
100000926,46,103387,0,0,1,1,1,2,career-focused
100000927,21,93916,1,1,1,1,2,3,standard
100000928,39,189963,0,0,1,1,2,2,career-focused
100000929,58,124191,0,0,2,1,0,0,well-off
100000930,43,77205,0,0,1,0,0,1,fewer-opportunities
100000931,24,65917,0,0,0,0,0,1,fewer-opportunities
100000932,22,109676,1,1,1,1,0,3,standard
100000933,30,95682,0,0,0,1,2,2,career-focused
100000934,42,125516,0,0,1,1,2,2,career-focused
100000935,23,99822,1,1,1,1,0,3,standard
100000936,30,154854,0,0,0,2,1,2,career-focused
100000937,28,84582,1,1,1,0,0,3,standard
100000938,30,145800,0,1,1,2,0,2,career-focused
100000939,42,162869,0,0,1,1,1,2,career-focused
100000940,46,192379,0,0,1,2,2,2,career-focused
100000941,45,159757,0,0,1,2,2,2,career-focused
100000942,31,69571,0,0,0,0,0,1,fewer-opportunities
100000943,31,93648,0,0,0,1,2,2,career-focused
100000944,42,77472,0,0,1,0,0,1,fewer-opportunities
100000945,46,121501,1,1,2,1,0,0,well-off
100000946,30,207262,1,1,1,1,0,3,standard
100000947,30,143082,0,0,0,1,2,2,career-focused
100000948,38,147760,0,0,1,2,1,2,career-focused
100000949,43,82082,0,1,2,0,0,3,standard
100000950,31,132991,0,0,0,1,1,2,career-focused
100000951,40,78436,0,1,1,0,0,1,fewer-opportunities
100000952,24,99737,0,0,0,1,2,2,career-focused
100000953,28,164915,1,1,1,1,0,3,standard
100000954,26,223185,1,1,1,2,1,2,career-focused
100000955,29,108400,1,1,1,1,2,3,standard
100000956,57,194882,1,1,2,2,1,0,well-off
100000957,49,122186,0,0,1,0,0,1,fewer-opportunities
100000958,37,79594,0,0,1,0,0,1,fewer-opportunities
100000959,45,104355,0,0,1,0,0,1,fewer-opportunities
100000960,30,135894,0,0,0,1,2,2,career-focused
100000961,30,103699,0,1,1,1,1,3,standard
100000962,47,132145,0,1,2,1,1,0,well-off
100000963,29,117272,0,0,0,1,2,2,career-focused
100000964,35,137932,0,0,1,1,0,1,fewer-opportunities
100000965,22,63972,0,1,1,0,0,3,standard
100000966,26,113299,1,1,1,1,2,3,standard
100000967,23,108540,0,0,0,0,0,1,fewer-opportunities
100000968,54,174424,1,1,2,2,2,0,well-off
100000969,29,154991,0,1,1,1,2,2,career-focused
100000970,40,99723,0,0,1,0,0,1,fewer-opportunities
100000971,22,114584,0,0,0,1,2,2,career-focused
100000972,43,135275,0,0,1,0,0,1,fewer-opportunities
100000973,29,41680,1,1,1,0,0,3,standard
100000974,36,158769,0,0,1,1,1,2,career-focused
100000975,33,120596,1,1,1,1,0,3,standard
100000976,57,139641,1,1,2,0,0,0,well-off
100000977,64,134377,1,1,3,1,0,0,well-off
100000978,42,125804,0,0,1,1,2,2,career-focused
100000979,47,91858,0,0,1,0,0,1,fewer-opportunities
100000980,25,117641,0,1,1,1,2,2,career-focused
100000981,49,188594,0,0,1,1,1,2,career-focused
100000982,33,162827,0,0,1,2,2,2,career-focused
100000983,28,178991,1,1,1,2,2,2,career-focused
100000984,26,159739,0,0,0,1,1,2,career-focused
100000985,30,73401,0,0,0,0,0,1,fewer-opportunities
100000986,25,100794,1,1,1,1,2,3,standard
100000987,33,167763,0,1,1,1,1,2,career-focused
100000988,64,145174,1,1,3,1,0,0,well-off
100000989,29,176292,0,0,0,2,1,2,career-focused
100000990,48,94024,0,0,1,0,0,1,fewer-opportunities
100000991,37,93740,0,0,1,0,0,1,fewer-opportunities
100000992,34,85685,0,0,1,0,0,1,fewer-opportunities
100000993,23,69997,0,1,1,0,0,3,standard
100000994,30,151938,0,0,0,2,2,2,career-focused
100000995,50,122830,0,0,1,1,1,2,career-focused
100000996,31,78489,1,1,1,0,0,3,standard
100000997,40,161999,0,1,1,2,1,2,career-focused
100000998,38,98032,0,0,1,1,2,2,career-focused
100000999,23,96060,0,0,0,1,0,1,fewer-opportunities
100001000,27,147968,0,0,0,1,1,2,career-focused
100001001,63,134853,1,1,2,1,1,0,well-off
100001002,66,157576,0,0,2,2,2,0,well-off
100001003,43,203738,0,1,2,2,1,0,well-off
100001004,44,280570,0,1,2,2,2,0,well-off
100001005,65,69487,0,1,3,0,2,0,well-off
100001006,73,214126,1,1,3,2,1,0,well-off
100001007,60,136671,0,0,2,1,1,0,well-off
100001008,62,174337,0,1,2,1,1,0,well-off
100001009,58,126710,1,1,2,1,1,0,well-off
100001010,43,167139,1,1,2,2,2,0,well-off
100001011,64,122094,0,0,2,1,2,0,well-off
100001012,37,170113,0,1,3,2,2,0,well-off
100001013,46,192698,1,1,2,2,1,0,well-off
100001014,57,144197,0,1,2,1,2,0,well-off
100001015,51,133623,0,1,2,1,1,0,well-off
100001016,32,171052,1,1,3,2,2,0,well-off
100001017,64,130492,0,0,2,1,2,0,well-off
100001018,68,135705,0,0,2,1,1,0,well-off
100001019,55,171804,1,1,2,2,2,0,well-off
100001020,73,192167,0,0,2,2,1,0,well-off
100001021,34,134377,1,1,3,1,2,0,well-off
100001022,44,146716,0,1,2,1,1,0,well-off
100001023,58,267872,0,0,2,1,1,0,well-off
100001024,65,142193,1,1,2,0,1,0,well-off
100001025,56,183765,1,1,2,1,1,0,well-off
100001026,42,218664,1,1,2,2,2,0,well-off
100001027,65,145174,1,1,3,1,2,0,well-off
100001028,72,224961,0,0,2,2,2,0,well-off
100001029,45,262634,1,1,2,2,2,0,well-off
100001030,68,287106,0,0,2,2,2,0,well-off
100001031,60,166298,0,0,2,2,1,0,well-off
100001032,30,133328,1,1,3,0,2,0,well-off
100001033,63,129798,0,0,2,1,1,0,well-off
100001034,57,281084,0,0,2,2,1,0,well-off
100001035,46,160678,1,1,2,1,2,0,well-off
100001036,70,167532,1,1,3,1,1,0,well-off
100001037,65,178591,0,0,2,1,2,0,well-off
100001038,63,273063,0,0,2,2,2,0,well-off
100001039,54,149410,0,1,2,1,2,0,well-off
100001040,49,124658,0,1,2,1,2,0,well-off
100001041,64,153645,1,1,2,1,2,0,well-off
100001042,61,308529,1,1,2,2,2,0,well-off
100001043,57,155062,1,1,2,1,2,0,well-off
100001044,42,199654,1,1,2,1,2,0,well-off
100001045,62,124723,0,0,2,1,2,0,well-off
100001046,41,127752,1,1,2,1,2,0,well-off
100001047,51,157595,1,1,2,2,1,0,well-off
100001048,38,135534,1,1,2,1,2,0,well-off
100001049,56,166264,1,1,2,2,2,0,well-off
100001050,43,147259,1,1,2,1,1,0,well-off
100001051,48,161116,1,1,2,1,1,0,well-off
100001052,61,139380,0,0,2,1,1,0,well-off
100001053,48,213768,0,1,2,2,2,0,well-off
100001054,68,125903,0,0,2,1,2,0,well-off
100001055,62,163940,1,1,2,1,1,0,well-off
100001056,56,173378,1,1,2,2,2,0,well-off
100001057,53,126847,1,1,2,1,1,0,well-off
100001058,33,166712,0,1,3,1,2,0,well-off
100001059,60,189166,1,1,2,1,1,0,well-off
100001060,47,161714,1,1,2,1,1,0,well-off
100001061,25,214364,0,1,3,2,2,0,well-off
100001062,64,184680,0,0,2,1,1,0,well-off
100001063,73,214732,0,0,2,2,1,0,well-off
100001064,66,152527,0,1,2,1,1,0,well-off
100001065,76,170366,1,1,3,2,1,0,well-off
100001066,60,194532,1,1,2,2,1,0,well-off
100001067,57,125883,1,1,2,1,2,0,well-off
100001068,30,131242,0,1,3,1,2,0,well-off
100001069,43,159880,0,1,2,2,1,0,well-off
100001070,57,165519,0,0,2,1,2,0,well-off
100001071,51,149653,0,1,2,1,1,0,well-off
100001072,61,134102,1,1,2,1,1,0,well-off
100001073,64,159378,0,0,2,2,2,0,well-off
100001074,41,205476,0,1,2,2,1,0,well-off
100001075,43,280566,0,1,2,2,2,0,well-off
100001076,67,71823,0,1,3,0,2,0,well-off
